GOBPID,Term
GO:0070102,interleukin-6-mediated signaling pathway
GO:1901385,regulation of voltage-gated calcium channel activity
GO:0050746,regulation of lipoprotein metabolic process
GO:1901844,regulation of cell communication by electrical coupling involved in cardiac conduction
GO:0001774,microglial cell activation
GO:0014889,muscle atrophy
GO:0051599,response to hydrostatic pressure
GO:0005981,regulation of glycogen catabolic process
GO:0002323,natural killer cell activation involved in immune response
GO:0032366,intracellular sterol transport
GO:0032367,intracellular cholesterol transport
GO:0007512,adult heart development
GO:0045663,positive regulation of myoblast differentiation
GO:0086003,cardiac muscle cell contraction
GO:0031340,positive regulation of vesicle fusion
GO:0042759,long-chain fatty acid biosynthetic process
GO:0002934,desmosome organization
GO:0044062,regulation of excretion
GO:0033866,nucleoside bisphosphate biosynthetic process
GO:0048739,cardiac muscle fiber development
GO:0034030,ribonucleoside bisphosphate biosynthetic process
GO:0034033,purine nucleoside bisphosphate biosynthetic process
GO:0034138,toll-like receptor 3 signaling pathway
GO:0045117,azole transport
GO:0010649,regulation of cell communication by electrical coupling
GO:0006968,cellular defense response
GO:0050850,positive regulation of calcium-mediated signaling
GO:0045932,negative regulation of muscle contraction
GO:1901739,regulation of myoblast fusion
GO:0070886,positive regulation of calcineurin-NFAT signaling cascade
GO:0030828,positive regulation of cGMP biosynthetic process
GO:0035810,positive regulation of urine volume
GO:0014870,response to muscle inactivity
GO:2000311,regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity
GO:0051561,positive regulation of mitochondrial calcium ion concentration
GO:1904037,positive regulation of epithelial cell apoptotic process
GO:0060142,regulation of syncytium formation by plasma membrane fusion
GO:1903318,negative regulation of protein maturation
GO:0010955,negative regulation of protein processing
GO:0070166,enamel mineralization
GO:0071236,cellular response to antibiotic
GO:0007597,"blood coagulation, intrinsic pathway"
GO:1904262,negative regulation of TORC1 signaling
GO:0071468,cellular response to acidic pH
GO:0014854,response to inactivity
GO:0021814,cell motility involved in cerebral cortex radial glia guided migration
GO:0051901,positive regulation of mitochondrial depolarization
GO:0010460,positive regulation of heart rate
GO:0051016,barbed-end actin filament capping
GO:0086011,membrane repolarization during action potential
GO:0048386,positive regulation of retinoic acid receptor signaling pathway
GO:0030825,positive regulation of cGMP metabolic process
GO:0051764,actin crosslink formation
GO:0006706,steroid catabolic process
GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion
GO:0030497,fatty acid elongation
GO:0030826,regulation of cGMP biosynthetic process
GO:0071467,cellular response to pH
GO:1901741,positive regulation of myoblast fusion
GO:0042761,very long-chain fatty acid biosynthetic process
GO:0031953,negative regulation of protein autophosphorylation
GO:0043302,positive regulation of leukocyte degranulation
GO:0032692,negative regulation of interleukin-1 production
GO:0060143,positive regulation of syncytium formation by plasma membrane fusion
GO:0086012,membrane depolarization during cardiac muscle cell action potential
GO:0048305,immunoglobulin secretion
GO:0048490,anterograde synaptic vesicle transport
GO:0045603,positive regulation of endothelial cell differentiation
GO:0051354,negative regulation of oxidoreductase activity
GO:0019585,glucuronate metabolic process
GO:0051044,positive regulation of membrane protein ectodomain proteolysis
GO:0001845,phagolysosome assembly
GO:0001504,neurotransmitter uptake
GO:0032060,bleb assembly
GO:0032026,response to magnesium ion
GO:0051131,chaperone-mediated protein complex assembly
GO:0006063,uronic acid metabolic process
GO:0048569,post-embryonic organ development
GO:0061050,regulation of cell growth involved in cardiac muscle cell development
GO:0001963,"synaptic transmission, dopaminergic"
GO:0009886,post-embryonic morphogenesis
GO:1902254,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator
GO:0043576,regulation of respiratory gaseous exchange
GO:0043954,cellular component maintenance
GO:0046716,muscle cell cellular homeostasis
GO:0043949,regulation of cAMP-mediated signaling
GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0006956,complement activation
GO:0060306,regulation of membrane repolarization
GO:0032897,negative regulation of viral transcription
GO:0071498,cellular response to fluid shear stress
GO:0008211,glucocorticoid metabolic process
GO:0042036,negative regulation of cytokine biosynthetic process
GO:0010447,response to acidic pH
GO:0051482,positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway
GO:0002820,negative regulation of adaptive immune response
GO:0015701,bicarbonate transport
GO:0010664,negative regulation of striated muscle cell apoptotic process
GO:0051894,positive regulation of focal adhesion assembly
GO:0035902,response to immobilization stress
GO:0002707,negative regulation of lymphocyte mediated immunity
GO:1903393,positive regulation of adherens junction organization
GO:0048169,regulation of long-term neuronal synaptic plasticity
GO:0030033,microvillus assembly
GO:1903959,regulation of anion transmembrane transport
GO:0060716,labyrinthine layer blood vessel development
GO:0046173,polyol biosynthetic process
GO:0051491,positive regulation of filopodium assembly
GO:0021558,trochlear nerve development
GO:0048478,replication fork protection
GO:0021557,oculomotor nerve development
GO:0090481,pyrimidine nucleotide-sugar transmembrane transport
GO:0075713,establishment of integrated proviral latency
GO:0045990,carbon catabolite regulation of transcription
GO:0046015,regulation of transcription by glucose
GO:1900125,regulation of hyaluronan biosynthetic process
GO:0072396,response to cell cycle checkpoint signaling
GO:0072423,response to DNA damage checkpoint signaling
GO:0072402,response to DNA integrity checkpoint signaling
GO:2000773,negative regulation of cellular senescence
GO:0030213,hyaluronan biosynthetic process
GO:0001514,selenocysteine incorporation
GO:0002115,store-operated calcium entry
GO:0006451,translational readthrough
GO:0001573,ganglioside metabolic process
GO:1903299,regulation of hexokinase activity
GO:0071044,histone mRNA catabolic process
GO:0044387,negative regulation of protein kinase activity by regulation of protein phosphorylation
GO:0019934,cGMP-mediated signaling
GO:0007567,parturition
GO:0051103,DNA ligation involved in DNA repair
GO:0098722,asymmetric stem cell division
GO:0100002,negative regulation of protein kinase activity by protein phosphorylation
GO:0050884,neuromuscular process controlling posture
GO:2000651,positive regulation of sodium ion transmembrane transporter activity
GO:0034367,macromolecular complex remodeling
GO:0034368,protein-lipid complex remodeling
GO:0034369,plasma lipoprotein particle remodeling
GO:0046500,S-adenosylmethionine metabolic process
GO:2000353,positive regulation of endothelial cell apoptotic process
GO:0043173,nucleotide salvage
GO:0051457,maintenance of protein location in nucleus
GO:0032011,ARF protein signal transduction
GO:0032012,regulation of ARF protein signal transduction
GO:0046339,diacylglycerol metabolic process
GO:0051350,negative regulation of lyase activity
GO:0070723,response to cholesterol
GO:0051497,negative regulation of stress fiber assembly
GO:0032232,negative regulation of actin filament bundle assembly
GO:0016577,histone demethylation
GO:0008214,protein dealkylation
GO:0006482,protein demethylation
GO:0000097,sulfur amino acid biosynthetic process
GO:0010940,positive regulation of necrotic cell death
GO:0009086,methionine biosynthetic process
GO:0045628,regulation of T-helper 2 cell differentiation
GO:1901029,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
GO:0035360,positive regulation of peroxisome proliferator activated receptor signaling pathway
GO:0006555,methionine metabolic process
GO:0045064,T-helper 2 cell differentiation
GO:0035358,regulation of peroxisome proliferator activated receptor signaling pathway
GO:0002829,negative regulation of type 2 immune response
GO:0002903,negative regulation of B cell apoptotic process
GO:0008063,Toll signaling pathway
GO:0045723,positive regulation of fatty acid biosynthetic process
GO:0046033,AMP metabolic process
GO:0001780,neutrophil homeostasis
GO:0002828,regulation of type 2 immune response
GO:0019371,cyclooxygenase pathway
GO:0006534,cysteine metabolic process
GO:0050932,regulation of pigment cell differentiation
GO:0035881,amacrine cell differentiation
GO:2000052,positive regulation of non-canonical Wnt signaling pathway
GO:0042092,type 2 immune response
GO:0019228,neuronal action potential
GO:0021683,cerebellar granular layer morphogenesis
GO:0071872,cellular response to epinephrine stimulus
GO:0008535,respiratory chain complex IV assembly
GO:0006144,purine nucleobase metabolic process
GO:0045622,regulation of T-helper cell differentiation
GO:0002467,germinal center formation
GO:0070129,regulation of mitochondrial translation
GO:0031639,plasminogen activation
GO:2000369,regulation of clathrin-mediated endocytosis
GO:0071871,response to epinephrine
GO:0032228,"regulation of synaptic transmission, GABAergic"
GO:0015879,carnitine transport
GO:0031065,positive regulation of histone deacetylation
GO:0002455,humoral immune response mediated by circulating immunoglobulin
GO:0070970,interleukin-2 secretion
GO:1900151,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
GO:0032735,positive regulation of interleukin-12 production
GO:0090312,positive regulation of protein deacetylation
GO:0030449,regulation of complement activation
GO:2000257,regulation of protein activation cascade
GO:0050869,negative regulation of B cell activation
GO:0051180,vitamin transport
GO:0048512,circadian behavior
GO:0008105,asymmetric protein localization
GO:0007622,rhythmic behavior
GO:0060396,growth hormone receptor signaling pathway
GO:0071378,cellular response to growth hormone stimulus
GO:0048934,peripheral nervous system neuron differentiation
GO:0048935,peripheral nervous system neuron development
GO:0070389,chaperone cofactor-dependent protein refolding
